,time,num,savedAt
195,2021-07-08T00:45:00.000Z,2628.866666666667,1625676300000
196,2021-07-08T01:00:00.000Z,2697.1875,1625677200000
197,2021-07-08T01:15:00.000Z,2768.875,1625678100000
198,2021-07-08T01:30:00.000Z,2840.0,1625679000000
199,2021-07-08T01:45:00.000Z,2909.9375,1625679900000
200,2021-07-08T02:00:00.000Z,2979.5,1625680800000
201,2021-07-08T02:15:00.000Z,3049.5625,1625681700000
202,2021-07-08T02:30:00.000Z,3119.625,1625682600000
203,2021-07-08T02:45:00.000Z,3189.6,1625683500000
204,2021-07-08T03:00:00.000Z,3261.0,1625684400000
205,2021-07-08T03:15:00.000Z,3335.75,1625685300000
206,2021-07-08T03:30:00.000Z,3409.9375,1625686200000
207,2021-07-08T03:45:00.000Z,3484.125,1625687100000
208,2021-07-08T04:00:00.000Z,3556.5625,1625688000000
209,2021-07-08T04:15:00.000Z,3625.3333333333335,1625688900000
210,2021-07-08T04:30:00.000Z,3695.4375,1625689800000
211,2021-07-08T04:45:00.000Z,3769.9411764705883,1625690700000
212,2021-07-08T05:00:00.000Z,3842.6666666666665,1625691600000
213,2021-07-08T05:15:00.000Z,3915.0,1625692500000
214,2021-07-08T05:30:00.000Z,3990.625,1625693400000
215,2021-07-08T05:45:00.000Z,4064.5625,1625694300000
216,2021-07-08T06:00:00.000Z,4140.125,1625695200000
217,2021-07-08T06:15:00.000Z,4216.0,1625696100000
218,2021-07-08T06:30:00.000Z,4290.1875,1625697000000
219,2021-07-08T06:45:00.000Z,4363.5,1625697900000
220,2021-07-08T07:00:00.000Z,4434.5625,1625698800000
221,2021-07-08T07:15:00.000Z,4503.75,1625699700000
222,2021-07-08T07:30:00.000Z,4573.866666666667,1625700600000
223,2021-07-08T07:45:00.000Z,4650.75,1625701500000
224,2021-07-08T08:00:00.000Z,4727.3125,1625702400000
225,2021-07-08T08:15:00.000Z,4802.3125,1625703300000
226,2021-07-08T08:30:00.000Z,4876.076923076923,1625704200000
227,2021-07-08T08:45:00.000Z,4949.5625,1625705100000
228,2021-07-08T09:00:00.000Z,5020.4,1625706000000
229,2021-07-08T09:15:00.000Z,5091.8125,1625706900000
230,2021-07-08T09:30:00.000Z,5167.875,1625707800000
231,2021-07-08T09:45:00.000Z,5242.125,1625708700000
232,2021-07-08T10:00:00.000Z,5315.5,1625709600000
233,2021-07-08T10:15:00.000Z,5390.3125,1625710500000
234,2021-07-08T10:30:00.000Z,5463.4375,1625711400000
235,2021-07-08T10:45:00.000Z,5533.625,1625712300000
236,2021-07-08T11:00:00.000Z,5603.8125,1625713200000
237,2021-07-08T11:15:00.000Z,5675.1875,1625714100000
238,2021-07-08T11:30:00.000Z,5745.125,1625715000000
239,2021-07-08T11:45:00.000Z,5808.0,1625715900000
240,2021-07-08T12:00:00.000Z,5869.4375,1625716800000
241,2021-07-08T12:15:00.000Z,5931.8125,1625717700000
242,2021-07-08T12:30:00.000Z,5998.25,1625718600000
243,2021-07-08T12:45:00.000Z,6069.125,1625719500000
244,2021-07-08T13:00:00.000Z,6139.5,1625720400000
245,2021-07-08T13:15:00.000Z,6208.4375,1625721300000
246,2021-07-08T13:30:00.000Z,6277.625,1625722200000
247,2021-07-08T13:45:00.000Z,6347.6,1625723100000
248,2021-07-08T14:00:00.000Z,6417.3125,1625724000000
249,2021-07-08T14:15:00.000Z,6490.1875,1625724900000
250,2021-07-08T14:30:00.000Z,6561.1875,1625725800000
251,2021-07-08T14:45:00.000Z,6630.8125,1625726700000
252,2021-07-08T15:00:00.000Z,6689.090909090909,1625727600000
253,2021-07-08T15:15:00.000Z,6689.090909090909,1625728500000
254,2021-07-08T15:30:00.000Z,6689.090909090909,1625729400000
255,2021-07-08T15:45:00.000Z,6689.090909090909,1625730300000
256,2021-07-08T16:00:00.000Z,6689.090909090909,1625731200000
257,2021-07-08T16:15:00.000Z,6689.090909090909,1625732100000
258,2021-07-08T16:30:00.000Z,6689.090909090909,1625733000000
259,2021-07-08T16:45:00.000Z,6689.090909090909,1625733900000
260,2021-07-08T17:00:00.000Z,6689.090909090909,1625734800000
261,2021-07-08T17:15:00.000Z,6689.090909090909,1625735700000
262,2021-07-08T17:30:00.000Z,6689.090909090909,1625736600000
263,2021-07-08T17:45:00.000Z,6689.090909090909,1625737500000
264,2021-07-08T18:00:00.000Z,6689.090909090909,1625738400000
265,2021-07-08T18:15:00.000Z,6689.090909090909,1625739300000
266,2021-07-08T18:30:00.000Z,6689.090909090909,1625740200000
267,2021-07-08T18:45:00.000Z,6689.090909090909,1625741100000
268,2021-07-08T19:00:00.000Z,6689.090909090909,1625742000000
269,2021-07-08T19:15:00.000Z,6689.090909090909,1625742900000
270,2021-07-08T19:30:00.000Z,6689.090909090909,1625743800000
271,2021-07-08T19:45:00.000Z,6689.090909090909,1625744700000
272,2021-07-08T20:00:00.000Z,6689.090909090909,1625745600000
273,2021-07-08T20:15:00.000Z,6689.090909090909,1625746500000
274,2021-07-08T20:30:00.000Z,6689.090909090909,1625747400000
275,2021-07-08T20:45:00.000Z,6689.090909090909,1625748300000
276,2021-07-08T21:00:00.000Z,6689.090909090909,1625749200000
277,2021-07-08T21:15:00.000Z,6689.090909090909,1625750100000
278,2021-07-08T21:30:00.000Z,6689.090909090909,1625751000000
279,2021-07-08T21:45:00.000Z,6689.090909090909,1625751900000
280,2021-07-08T22:00:00.000Z,6689.090909090909,1625752800000
281,2021-07-08T22:15:00.000Z,6689.090909090909,1625753700000
282,2021-07-08T22:30:00.000Z,6689.090909090909,1625754600000
283,2021-07-08T22:45:00.000Z,6689.090909090909,1625755500000
284,2021-07-08T23:00:00.000Z,6689.090909090909,1625756400000
285,2021-07-08T23:15:00.000Z,6689.090909090909,1625757300000
286,2021-07-08T23:30:00.000Z,6689.090909090909,1625758200000
287,2021-07-08T23:45:00.000Z,6689.090909090909,1625759100000
288,2021-07-09T00:00:00.000Z,6689.090909090909,1625760000000
289,2021-07-09T00:15:00.000Z,6689.090909090909,1625760900000
290,2021-07-09T00:30:00.000Z,6689.090909090909,1625761800000
291,2021-07-09T00:45:00.000Z,6689.090909090909,1625762700000
292,2021-07-09T01:00:00.000Z,6689.090909090909,1625763600000
293,2021-07-09T01:15:00.000Z,6689.090909090909,1625764500000
294,2021-07-09T01:30:00.000Z,6689.090909090909,1625765400000
295,2021-07-09T01:45:00.000Z,6689.090909090909,1625766300000
296,2021-07-09T02:00:00.000Z,6689.090909090909,1625767200000
297,2021-07-09T02:15:00.000Z,6689.090909090909,1625768100000
298,2021-07-09T02:30:00.000Z,6689.090909090909,1625769000000
299,2021-07-09T02:45:00.000Z,6689.090909090909,1625769900000
300,2021-07-09T03:00:00.000Z,6689.090909090909,1625770800000
301,2021-07-09T03:15:00.000Z,6689.090909090909,1625771700000
302,2021-07-09T03:30:00.000Z,6689.090909090909,1625772600000
303,2021-07-09T03:45:00.000Z,6689.090909090909,1625773500000
304,2021-07-09T04:00:00.000Z,6689.090909090909,1625774400000
305,2021-07-09T04:15:00.000Z,6689.090909090909,1625775300000
306,2021-07-09T04:30:00.000Z,6689.090909090909,1625776200000
307,2021-07-09T04:45:00.000Z,6689.090909090909,1625777100000
308,2021-07-09T05:00:00.000Z,6689.090909090909,1625778000000
309,2021-07-09T05:15:00.000Z,6689.090909090909,1625778900000
310,2021-07-09T05:30:00.000Z,6689.090909090909,1625779800000
311,2021-07-09T05:45:00.000Z,6689.090909090909,1625780700000
312,2021-07-09T06:00:00.000Z,6689.090909090909,1625781600000
313,2021-07-09T06:15:00.000Z,6689.090909090909,1625782500000
314,2021-07-09T06:30:00.000Z,6689.090909090909,1625783400000
315,2021-07-09T06:45:00.000Z,6689.090909090909,1625784300000
316,2021-07-09T07:00:00.000Z,6689.090909090909,1625785200000
317,2021-07-09T07:15:00.000Z,6689.090909090909,1625786100000
318,2021-07-09T07:30:00.000Z,6689.090909090909,1625787000000
319,2021-07-09T07:45:00.000Z,6689.090909090909,1625787900000
320,2021-07-09T08:00:00.000Z,6689.090909090909,1625788800000
321,2021-07-09T08:15:00.000Z,6689.090909090909,1625789700000
322,2021-07-09T08:30:00.000Z,6689.090909090909,1625790600000
323,2021-07-09T08:45:00.000Z,6689.090909090909,1625791500000
324,2021-07-09T09:00:00.000Z,6689.090909090909,1625792400000
325,2021-07-09T09:15:00.000Z,6689.090909090909,1625793300000
326,2021-07-09T09:30:00.000Z,6689.090909090909,1625794200000
327,2021-07-09T09:45:00.000Z,6689.090909090909,1625795100000
328,2021-07-09T10:00:00.000Z,6689.090909090909,1625796000000
329,2021-07-09T10:15:00.000Z,6689.090909090909,1625796900000
330,2021-07-09T10:30:00.000Z,6689.090909090909,1625797800000
331,2021-07-09T10:45:00.000Z,6689.090909090909,1625798700000
332,2021-07-09T11:00:00.000Z,6689.090909090909,1625799600000
333,2021-07-09T11:15:00.000Z,6689.090909090909,1625800500000
334,2021-07-09T11:30:00.000Z,6689.090909090909,1625801400000
335,2021-07-09T11:45:00.000Z,6689.090909090909,1625802300000
336,2021-07-09T12:00:00.000Z,6689.090909090909,1625803200000
337,2021-07-09T12:15:00.000Z,6689.090909090909,1625804100000
338,2021-07-09T12:30:00.000Z,6689.090909090909,1625805000000
339,2021-07-09T12:45:00.000Z,6689.090909090909,1625805900000
340,2021-07-09T13:00:00.000Z,6689.090909090909,1625806800000
341,2021-07-09T13:15:00.000Z,6689.090909090909,1625807700000
342,2021-07-09T13:30:00.000Z,6689.090909090909,1625808600000
343,2021-07-09T13:45:00.000Z,6689.090909090909,1625809500000
344,2021-07-09T14:00:00.000Z,6689.090909090909,1625810400000
345,2021-07-09T14:15:00.000Z,6689.090909090909,1625811300000
346,2021-07-09T14:30:00.000Z,6689.090909090909,1625812200000
347,2021-07-09T14:45:00.000Z,6689.090909090909,1625813100000
348,2021-07-09T15:00:00.000Z,6689.090909090909,1625814000000
349,2021-07-09T15:15:00.000Z,6689.090909090909,1625814900000
350,2021-07-09T15:30:00.000Z,6689.090909090909,1625815800000
351,2021-07-09T15:45:00.000Z,6689.090909090909,1625816700000
352,2021-07-09T16:00:00.000Z,6689.090909090909,1625817600000
353,2021-07-09T16:15:00.000Z,6689.090909090909,1625818500000
354,2021-07-09T16:30:00.000Z,6689.090909090909,1625819400000
355,2021-07-09T16:45:00.000Z,6689.090909090909,1625820300000
356,2021-07-09T17:00:00.000Z,6689.090909090909,1625821200000
357,2021-07-09T17:15:00.000Z,6689.090909090909,1625822100000
358,2021-07-09T17:30:00.000Z,6689.090909090909,1625823000000
359,2021-07-09T17:45:00.000Z,6689.090909090909,1625823900000
